会社,証券コード,時価総額,PER,前日比 (%),年初来 (%),5年前比 (%),,,
"Getty Images Holdings, Inc.",GETY,1130455805,20.99,-0.362,27.31481481481481,,,1858,1130455805
MYRIAD GENETICS INC,MYGN,1127926500,,-1.038,-9.628008753,-57.15767635,,1859,1127926500
"Coretag Holdings, Inc.",JMKJ,1125000000,,,,-80,,1860,1125000000
OWENS & MINOR INC,OMI,1124248812,,0.275,11.553175210405513,151.8134715025907,,1861,1124248812
"Bain Capital Specialty Finance, Inc.",BCSF,1122737788.3500001,8.75,-0.172,-0.742009132,-10.03945228,,1862,1122737788
ProPetro Holding Corp.,PUMP,1121934231,,-0.457,16.82743837084672,-4.80349345,,1863,1121934231
LIONS GATE ENTERTAINMENT CORP,LGF-A,1119913750,,0.936,-11.59250585,,,1864,1119913750
DIGI INTERNATIONAL INC,DGII,1115412499,49.56,0.066,0.8600727753886872,72.74787535410766,,1865,1115412499
Syndax Pharmaceuticals Inc,SNDX,1113060363,,0.615,-1.059001513,50.17221584385763,,1866,1113060363
FIRST BANCSHARES INC,FBMS,1112559870,15.91,1.307,1.885714285714272,4.574780058651015,,1867,1112559870
PEOPLES BANCORP INC,PEBO,1112346568,8.96,0.224,-1.230672136,-10.13494114,,1868,1112346568
"Custom Truck One Source, Inc.",CTOS,1111138542.9199998,,2.808,-1.03950104,-6.114398422,,1869,1111138543
Amalgamated Financial Corp.,AMAL,1107161838,10.58,2.266,7.857783089333736,89.00523560209425,,1870,1107161838
Lucky Strike Entertainment Corp,BOWL,1105371549,26.57015404932455,3.237,-14.40677966,,,1871,1105371549
PennyMac Mortgage Investment Trust,PMT,1104002801.6000001,6.6,1.114,0.9531374106433788,-44.95452577,,1872,1104002802
Elevai Labs Inc.,ELAB,1102618503,0.35,-0.93,-6.986899563,,,1873,1102618503
STEELCASE INC,SCS,1100717432,9.62,1.211,-1.015228426,-39.96921498,,1874,1100717432
STAAR SURGICAL CO,STAA,1098359254,50.44,1.99,-8.233841087,-46.83997138,,1875,1098359254
NOVAGOLD RESOURCES INC,NG,1097380373,,-0.606,-1.501501502,-63.06306306,,1876,1097380373
AMERICAN SUPERCONDUCTOR CORP,AMSC,1097193909.1499999,,,12.911084043848973,256.08194622279126,,1877,1097193909
OCEANFIRST FINANCIAL CORP,OCFC,1096788655,10.34,0.59,3.6464088397789993,-25.76177285,,1878,1096788655
KRONOS WORLDWIDE INC,KRO,1096296091,11.65,0.21,-2.256410256,-25.72096648,,1879,1096296091
"Origin Bancorp, Inc.",OBK,1094957625,14.47,1.152,5.527185340943234,-4.951298701,,1880,1094957625
"Piedmont Office Realty Trust, Inc.",PDM,1093679541.3600001,,0.456,-3.606557377,-61.68549088,,1881,1093679541
FIRSTSUN CAPITAL BANCORP,FSUN,1092564064,13.12,1.256,-1.398252185,,,1882,1092564064
Liquidia Corp,LQDA,1090966045,,3.038,9.608843537414984,,,1883,1090966045
SPROTT INC.,SII,1089127397,,-0.024,-0.497984349,81.13533347722858,,1884,1089127397
"Array Technologies, Inc.",ARRY,1086392314,,-0.14,18.377483443708627,-85.05747126,,1885,1086392314
Embecta Corp.,EMBC,1085878879,13.87,-0.691,-9.539951574,,,1886,1085878879
HIBBETT INC,HIBB,1084388768.1899998,,,21.480144404332123,405.4303870595032,,1887,1084388768
"Tilray Brands, Inc.",TLRY,1083943508.3999999,,1.695,-9.77443609,-94.12628488,,1888,1083943508
"PULSE BIOSCIENCES, INC.",PLSE,1083308682,,-0.17,1.1487650775416398,24.101479915433416,,1889,1083308682
PDF SOLUTIONS INC,PDFS,1080987448,245.4,1.493,2.9542097488921826,59.54220314735335,,1890,1080987448
"SMART Global Holdings, Inc.",SGH,1080657939,,0.434,10.142630744849441,51.47112241191428,,1891,1080657939
"Shutterstock, Inc.",SSTK,1079292380,29.69,-0.96,2.0098846787479374,-30.96989967,,1892,1079292380
DORIAN LPG LTD.,LPG,1078672871,4.5,-0.787,3.4058268362741018,234.28649201347122,,1893,1078672871
abrdn Precious Metals Basket ETF Trust,GLTR,1077876000,,-0.655,3.606557377049185,42.78900464415716,,1894,1077876000
"First Watch Restaurant Group, Inc.",FWRG,1076931399.6000001,24.69,-3.053,-4.459967759,,,1895,1076931400
Silk Road Medical Inc,SILK,1076910276,,,124.04237978810104,-17.62061732,,1896,1076910276
"COLLEGIUM PHARMACEUTICAL, INC",COLL,1074328595.8500001,,-0.329,16.40488656195464,39.423076923076906,,1897,1074328596
KFORCE INC,KFRC,1073822400,19.5,-0.407,-0.740740741,,,1898,1073822400
CAPITAL SOUTHWEST CORP,CSWC,1072473546,14.56,-0.133,3.0705774518790037,15.990416066235326,,1899,1072473546
"Allovir, Inc.",ALVR,1072179183.9999999,,3.111,2109.5238095238096,,,1900,1072179184
"Janus International Group, Inc.",JBI,1072167560,10.13,5.263,3.4013605442176953,-23.38709677,,1901,1072167560
BROOKLINE BANCORP INC,BRKL,1069181316,14.44,0.671,1.6949152542372872,-25.51210428,,1902,1069181316
INNODATA INC,INOD,1066631917,53.26,-0.836,-6.933198381,2920.448386302045,,1903,1066631917
FOX FACTORY HOLDING CORP,FOXF,1064976473.1600001,,0.245,-5.450941526,-57.3281646,,1904,1064976473
LIQUIDITY SERVICES INC,LQDT,1062416425,53.14,0.319,7.030040260142471,484.7715736,,1905,1062416425
SP Plus Corp,SP,1060882498,,,5.346341463414632,71.23374564,,1906,1060882498
"PROS Holdings, Inc.",PRO,1057288317.7500001,,2.901,1.7759562841530112,-67.13235294,,1907,1057288318
Target Hospitality Corp.,TH,1053723354,10.9,-1.934,10.191412312467676,102.47148288973386,,1908,1053723354
Planet Labs PBC,PL,1052605748,,0.262,-5.445544554,,,1909,1052605748
"Limbach Holdings, Inc.",LMB,1050540282.1899999,39.97,-1.292,8.943184475099358,1952.6431718061672,,1910,1050540282
"Enliven Therapeutics, Inc.",ELVN,1049006294,,-2.365,-4.577777778,,,1911,1049006294
"OLAPLEX HOLDINGS, INC.",OLPX,1047418026,24.69,,-8.670520231,,,1912,1047418026
Emeren Group Ltd,SOL,1045601092,,-1.923,0.49261083743843415,50,,1913,1045601092
Bristow Group Inc.,VTOL,1045494560.0000001,18.95,0.468,6.472303206997097,40.73217726396919,,1914,1045494560
"TheRealReal, Inc.",REAL,1044260186,,0.741,-12.90027447,-47.51929438,,1915,1044260186
ASPEN AEROGELS INC,ASPN,1043641503,698.56,1.274,7.070707070707073,28.096676737160124,,1916,1043641503
"Camping World Holdings, Inc.",CWH,1042665868,,-1.122,8.728652751423155,44.25252802240672,,1917,1042665868
COLUMBUS MCKINNON CORP,CMCO,1041441700.1999999,68.86,0.693,-2.524167562,-4.97382199,,1918,1041441700
"Armour Residential REIT, Inc.",ARR,1040486563.5600001,7.9,0.974,-1.060445387,-80.5015674,,1919,1040486564
"ICHOR HOLDINGS, LTD.",ICHR,1040336206,,-3.474,-4.283054004,-21.56663276,,1920,1040336206
"Franklin BSP Realty Trust, Inc.",FBRT,1035290383.0500001,10.85,0.877,0.8771929824561369,,,1921,1035290383
"Pacira BioSciences, Inc.",PCRX,1032433646,,1.36,18.683651804670916,-49.18181818,,1922,1032433646
"Amplitude, Inc.",AMPL,1031036798.8000001,,2.444,3.317535545023702,,,1923,1031036799
"MFA FINANCIAL, INC.",MFA,1031033866.0999999,5.08,0.198,-0.883218842,-67.91613723,,1924,1031033866
Opendoor Technologies Inc.,OPEN,1029700441.4399999,,-6.494,-10,,,1925,1029700441
"Barings BDC, Inc.",BBDC,1023921698.5999999,8.88,-0.206,1.3584117032392697,-7.442748092,,1926,1023921699
BEL FUSE INC,BELFA,1023382899.0899999,18.68,5.128,-0.76598579,476.7096774193549,,1927,1023382899
"Turning Point Brands, Inc.",TPB,1018993663,21.38,1.984,-4.193011647,104.76529160739685,,1928,1018993663
"ACM Research, Inc.",ACMR,1016170475.0400001,8.8,-0.226,16.821192052980138,45.74497785031613,,1929,1016170475
"PAR PACIFIC HOLDINGS, INC.",PARR,1013292966,3.25,1.684,10.494203782794372,-16.15740741,,1930,1013292966
DUCOMMUN INC,DCO,1012973222.0000001,33.96,-0.218,7.665724159597872,65.23625843780138,,1931,1012973222
abrdn Platinum ETF Trust,PPLT,1011910000,,0.678,3.696568332329946,-9.337825034,,1932,1011910000
DYNEX CAPITAL INC,DX,1011119931,11.61,0.95,0.7905138339920939,-29.12729294,,1933,1011119931
HAWAIIAN ELECTRIC INDUSTRIES INC,HE,1006534256,,,-6.063720452,-80.66017774,,1934,1006534256
"OPKO HEALTH, INC.",OPK,1003250053,,,,-7.547169811,,1935,1003250053
"Gatos Silver, Inc.",GATO,999023716.8000001,29.47,,3.0042918454935545,,,1936,999023716.8
Brookdale Senior Living Inc.,BKD,998054770.3,,,-0.397614314,-31.92934783,,1937,998054770.3
AMN HEALTHCARE SERVICES INC,AMN,997531516.4,18.81,2.705,9.531772575250812,-59.44272446,,1938,997531516.4
"NexPoint Residential Trust, Inc.",NXRT,997088827.3,21.41,-0.909,-5.988023952,-16.23986342,,1939,997088827.3
ENERGY FUELS INC,UUUU,996775486.2,,-1.934,-1.169590643,181.66666666666669,,1940,996775486.2
DELUXE CORP,DLX,996568257.5,18.02,0.671,-0.354139,-54.2386664,,1941,996568257.5
Veradigm Inc.,MDRX,994263961.5999999,,-0.11,-6.666666667,-7.614213198,,1942,994263961.6
FS Specialty Lending Fund,FSEN,993048968.5,26.94,1.4,-13.14342629,,,1943,993048968.5
"Paramount Group, Inc.",PGRE,991884756.7199999,,-0.437,-7.692307692,-67.75106082,,1944,991884756.7
Bank First Corp,BFC,990592919.5799999,11.95,1.435,-0.151377536,48.74851443171798,,1945,990592919.6
"Thermon Group Holdings, Inc.",THR,988322066.3,22.5,0.583,1.9812304483837408,9.559372666,,1946,988322066.3
Gogo Inc.,GOGO,987367026.2,17.5,1.684,-2.966625464,40.178571428571445,,1947,987367026.2
GORMAN RUPP CO,GRC,987204605.6,25.9,0.561,-0.738396624,-2.385892116,,1948,987204605.6
Adaptive Biotechnologies Corp,ADPT,985902434.3,,-1.59,13.594662218515424,-75.11874315,,1949,985902434.3
TRIMAS CORP,TRS,983457086.9,37.04,1.678,-1.423342822,-23.79754794,,1950,983457086.9
"BigBear.ai Holdings, Inc.",BBAI,982296716.2,,-5.542,-11.91011236,,,1951,982296716.2
iShares S&P GSCI Commodity-Indexed Trust,GSG,981930000,,-0.346,5.879650895728062,45.42586750788644,,1952,981930000
Redwire Corp,RDW,981477847.3,,1.235,-10.38882139,,,1953,981477847.3
FORWARD AIR CORP,FWRD,981264988.8,,2.542,5.085271317829452,-52.42841101,,1954,981264988.8
ALEXANDERS INC,ALX,980906117.4,20.67,0.645,-3.99880036,-45.66594998,,1955,980906117.4
"Vimeo, Inc.",VMEO,979387416.6,28.92,,-2.1875,,,1956,979387416.6
Quantum Computing Inc.,QUBT,974020059.1,,-9.651,-40.60422961,285.49019607843144,,1957,974020059.1
AMERISAFE INC,AMSF,973262967.3000001,15.85,-0.777,-0.873108265,-2.72892858,,1958,973262967.3
SOUTHSIDE BANCSHARES INC,SBSI,972293921.1,11.57,0.881,1.0075566750629577,-13.62969691,,1959,972293921.1
COMMUNITY TRUST BANCORP INC,CTBI,971516257.4,12.3,1.28,1.452008297190261,16.70281995661604,,1960,971516257.4
HireRight Holdings Corp,HRT,971378566.9,,,6.765799256505574,,,1961,971378566.9
HEALTHSTREAM INC,HSTM,969626470,49.19,-0.157,0.25157232704403043,14.92429704397982,,1962,969626470
UWM Holdings Corp,UWMC,969591855.6,3.71,-0.647,4.599659284497434,,,1963,969591855.6
ESTABLISHMENT LABS HOLDINGS INC.,ESTA,967606836.5,,-0.231,-24.98372043,24.45084623694636,,1964,967606836.5
TOMPKINS FINANCIAL CORP,TMP,963657009.9000001,14.53,0.465,-1.29736105,-27.91774332,,1965,963657009.9
MONEYLION INC.,ML,963031962.8,298.61,0.685,0.8603650738286319,,,1966,963031962.8
"OptiNose, Inc.",OPTN,962292254.7,,5.804,-4.491017964,-27.66439909,,1967,962292254.7
"FIGS, Inc.",FIGS,959468223.7800001,88.55,-2.941,-4.038772213,,,1968,959468223.8
"Bloomin' Brands, Inc.",BLMN,957878282.8799999,2202.02,-1.741,-7.534807535,-48.960217,,1969,957878282.9
Zymeworks Inc.,ZYME,956020060.9,,-0.786,-5.191256831,-68.53321242,,1970,956020060.9
Screaming Eagle Acquisition Corp.,SCRM,954375000,38.24203982549569,,-3.962264151,,,1971,954375000
GLOBAL INDUSTRIAL Co,GIC,954235875.8,14.55,0.564,0.6857603872529268,11.043029040287934,,1972,954235875.8
Redfin Corp,RDFN,953409845.0600001,,-0.646,-2.287166455,-68.24938068,,1973,953409845.1
Glatfelter Corp,GLT,950355864.4,,-6.941,985.0515463917527,15.977961432506888,,1974,950355864.4
OppFi Inc.,OPFI,950080759.5,13.23,-2.131,43.86422976501305,,,1975,950080759.5
MATTHEWS INTERNATIONAL CORP,MATW,949289301.8,,-0.989,12.066473988439299,-22.43060765,,1976,949289301.8
"Emerald Holding, Inc.",EEX,945907704.8,,-0.427,-3.319502075,-57.05069124,,1977,945907704.8
Proto Labs Inc,PRLB,944618329,39.38,-1.053,-1.407009465,-64.41366574,,1978,944618329
"Pennant Group, Inc.",PNTG,943206212.7,42.22,0.882,3.544494720965318,0.43891733723482673,,1979,943206212.7
Goldman Sachs Physical Gold ETF,AAAU,942269700,4.17,-0.522,2.9496818970503114,72.3692705,,1980,942269700
"Curaleaf Holdings, Inc.",CURLF,941515388.8,,10.219,-3.205128205,-79.20683007,,1981,941515388.8
HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,940662747.3100001,24.4,0.217,4.017151884,45.440201956453166,,1982,940662747.3
"ROCKET PHARMACEUTICALS, INC.",RCKT,939829546.4,,0.979,-17.97931583,-51.93473193,,1983,939829546.4
"Carlyle Secured Lending, Inc.",CGBD,939729596.5200001,9.67,0.49,2.9559397657557156,43.36240602811736,,1984,939729596.5
Xperi Inc.,XPER,938797184.3,,-0.221,-12.26874391,,,1985,938797184.3
PRECISION DRILLING Corp,PDS,937179554.4300001,,-0.985,7.041100377,119.36241610738256,,1986,937179554.4
"SILVERBOW RESOURCES, INC.",SBOW,936318240.2,3.1450047703180215,,26.61623108665752,252.0076481835564,,1987,936318240.2
Amerant Bancorp Inc.,AMTB,935228585.6600001,,1.601,-0.892458724,8.925944090240321,,1988,935228585.7
HAWAIIAN HOLDINGS INC,HA,932843412,,,26.760563380281695,-31.16634799,,1989,932843412
Burke & Herbert Financial Services Corp.,BHRB,930693202.7,44.33,1.585,-0.288646568,10.542222222222236,,1990,930693202.7
PennantPark Floating Rate Capital Ltd.,PFLT,929677938.3,10.12,0.721,2.1957913998170255,-8.592471358,,1991,929677938.3
"Dave & Buster's Entertainment, Inc.",PLAY,926764466,7.3,-3.061,-17.54025351,-42.74500476,,1992,926764466
"Poseida Therapeutics, Inc.",PSTX,925917728,,,-1.041666667,,,1993,925917728
Core Laboratories Inc.,CLB,924447961.2500001,34.09,3.035,13.749277874061264,-50.70105158,,1994,924447961.3
Churchill Capital Corp VII,CVII,924235549.3,,,-4.857142857,,,1995,924235549.3
"Natural Grocers by Vitamin Cottage, Inc.",NGVC,923790793,27.22,0.926,1.5357502517623374,379.0543493276669,,1996,923790793
BlueLinx Holdings Inc.,BXC,923132909.1,,-0.224,4.463586530931877,628.4641638225255,,1997,923132909.1
Ecovyst Inc.,ECVT,918097247.6,17.1,0.254,3.1413612565444993,-33.3933019,,1998,918097247.6
"Aris Water Solutions, Inc.",ARIS,914348453.2,15.39,4.05,24.42588727,,,1999,914348453.2
SLR Investment Corp.,SLRC,913790119.5,9.44,0.601,3.6509900990099027,-19.47115385,,2000,913790119.5
"Root, Inc.",ROOT,912817000,,-3.419,17.52307480369197,,,2001,912817000
"PetIQ, Inc.",PETQ,911782231.6400001,427.86589940872835,,56.860759493670884,21.252446183953026,,2002,911782231.6
MIDDLESEX WATER CO,MSEX,911686512,22.07,-0.912,-2.983089493,-21.16720704,,2003,911686512
"Paragon 28, Inc.",FNA,910877364.5,,2.064,5.324298160697012,,,2004,910877364.5
"Blend Labs, Inc.",BLND,907858198.8000001,,0.279,-14.48931116,,,2005,907858198.8
PREMIER FINANCIAL CORP,PFC,901048874.2,12.74,1.167,-1.681658193,-19.50048031,,2006,901048874.2
Alpine Auto Brokers Inc.,ALTB,899910000,,,,Infinity,,2007,899910000
"Aveanna Healthcare Holdings, Inc.",AVAH,898497073.0500001,,-1.064,1.750547045951862,,,2008,898497073.1
GraniteShares Gold Trust,BAR,894778500,4.77,-0.485,3.0127462340672224,72.17559715945771,,2009,894778500
"Granite Ridge Resources, Inc.",GRNT,892981192.2,18.63,-0.582,5.727554179566567,,,2010,892981192.2
"SAUL CENTERS, INC.",BFS,891419472.8000001,11.92,-0.216,-4.948453608,-31.32216015,,2011,891419472.8
Adaptimmune Therapeutics PLC,ADAP,890320030.4,,-1.712,7.648041581585289,-87.08463252,,2012,890320030.4
UNITIL CORP,UTL,887818250.6400001,18.89,0.128,1.1994832995017646,-13.11787072,,2013,887818250.6
"CVR PARTNERS, LP",UAN,887215329.8,16.87,0.563,10.505529225908376,183.58108108108104,,2014,887215329.8
"Cogent Biosciences, Inc.",COGT,887007683.8699999,,-1.23,2.948717948717942,108.03108808290153,,2015,887007683.9
"Mission Produce, Inc.",AVO,885725439.8,21.04,-0.319,-13.08281141,,,2016,885725439.8
Digimarc CORP,DMRC,885530469.1,,-3.235,10.226969292389839,14.41241685144125,,2017,885530469.1
"GOLDEN ENTERTAINMENT, INC.",GDEN,884035090.7299999,23.03,0.813,1.9936708860759325,77.91390181581474,,2018,884035090.7
"Accel Entertainment, Inc.",ACEL,882721859.0400001,20.58,0.847,0.37453183520599964,-11.33167907,,2019,882721859
SEABRIDGE GOLD INC,SA,881789580.5400001,,1.02,4.2068361086765975,-10.60150376,,2020,881789580.5
HEARTLAND EXPRESS INC,HTLD,880733647.2,,-2.18,,-45.33192366,,2021,880733647.2
TimkenSteel Corp,TMST,880358246.4,24.878048780487802,1.04,-13.00639659,59.49960906958563,,2022,880358246.4
"FIRST MID BANCSHARES, INC.",FMBH,877558215.6,11.28,0.907,-0.325909832,4.647847162817229,,2023,877558215.6
AbCellera Biologics Inc.,ABCL,877237851.6,,1.02,1.3651877133105756,,,2024,877237851.6
BEAZER HOMES USA INC,BZH,877168912.8,6.26,-1.12,2.876911871813533,83.56075373619231,,2025,877168912.8
LAKELAND BANCORP INC,LBAI,873428672.1,10.307159217134764,,-9.195402299,-16.4800995,,2026,873428672.1
Graham Holdings Co,GHC,872902905.5,3.69,0.563,3.851270758785219,45.09822773451273,,2027,872902905.5
"Corsair Gaming, Inc.",CRSR,871630563.5999999,,4.454,25.945537065052932,,,2028,871630563.6
"Hagerty, Inc.",HGTY,869712897.0600001,11.02,-1.025,0.10362694300518172,,,2029,869712897.1
"Petco Health & Wellness Company, Inc.",WOOF,868212608.1999999,,-1.351,-4.199475066,,,2030,868212608.2
"SunCoke Energy, Inc.",SXC,866991891.4,9.32,0.585,-3.644859813,72.98657718120808,,2031,866991891.4
Algoma Steel Group Inc.,ASTL,866137559.0400001,,0.848,-14.92842536,,,2032,866137559
CBL & ASSOCIATES PROPERTIES INC,CBL,865284514.1,25.85,-1.608,-4.318259096,,,2033,865284514.1
Olo Inc.,OLO,864391930.5600001,,2.653,0.78125,,,2034,864391930.6
Atlanticus Holdings Corp,ATLC,863844701.8199999,8.13,-1.678,5.073503047687339,411.8777293,,2035,863844701.8
UNIVEST FINANCIAL Corp,UVSP,862284562,11.77,0.918,0.6099627245001784,10.126112759643917,,2036,862284562
"Couchbase, Inc.",BASE,861123843.3,,0.55,5.516356638871073,,,2037,861123843.3
CrossAmerica Partners LP,CAPL,860996549.4399999,38.55,-0.789,2.8636363636363598,25.86206896551724,,2038,860996549.4
Trinity Capital Inc.,TRIN,860613927.9,9.84,-0.612,0.9675190048375839,,,2039,860613927.9
REDWOOD TRUST INC,RWT,859733433,10.53,1.089,-0.45941807,-62.36247829,,2040,859733433
HEALTHCARE SERVICES GROUP INC,HCSG,857505366.9,17.1,-1.846,0.7318123116659478,-56.929873,,2041,857505366.9
"Sun Country Airlines Holdings, Inc.",SNCY,856566481.8,18.99,1.252,10.973936899862807,,,2042,856566481.8
"Energy Recovery, Inc.",ERII,855092888.2,44.11,2.927,0.4761904761904816,40.39923954372625,,2043,855092888.2
SunOpta Inc.,STKL,853541878.5,,-1.351,-5.194805195,133.22683706070285,,2044,853541878.5
Skeena Resources Ltd,SKE,851492157,,2.167,8.142201835,185.10097956222035,,2045,851492157
"Intellia Therapeutics, Inc.",NTLA,850771464.5,,0.849,-18.52487136,-37.33509235,,2046,850771464.5
"National Vision Holdings, Inc.",EYE,850497462,,0.465,3.6468330134357103,-67.00274977,,2047,850497462
FTAI Infrastructure Inc.,FIP,846263655.6,,-4.124,2.479338842975224,,,2048,846263655.6
Nuvation Bio Inc.,NUVB,844781977.7499999,,-1.181,-5.639097744,,,2049,844781977.7
AdvanSix Inc.,ASIX,844165264.2199999,21.8,2.333,10.84591084591085,90.70048309178745,,2050,844165264.2
PRA GROUP INC,PRAA,840182934.4,14.02,0.661,2.0105313547151553,-42.4831309,,2051,840182934.4
Westlake Chemical Partners LP,WLKP,838677632.8000001,2.27,0.295,2.8522039757994833,-3.015484923,,2052,838677632.8
HERITAGE FINANCIAL CORP,HFWA,838469382.5,22.32,0.987,0.20408163265305745,-11.92825112,,2053,838469382.5
Orion S.A.,OEC,836943175.5,26.24,-1.695,-8.169727676,-23.84453782,,2054,836943175.5
Bumble Inc.,BMBL,833004210.5,,-1.597,-5.405405405,,,2055,833004210.5
"HACKETT GROUP, INC.",HCKT,832495261.4300001,24.55,0.1,-1.790364583,77.47058823529414,,2056,832495261.4
"Dream Finders Homes, Inc.",DFH,826454430.4,2.62,0.083,3.695745595186935,,,2057,826454430.4
Snap One Holdings Corp.,SNPO,822701746.3,,,20.650953984287312,,,2058,822701746.3
"LiveWire Group, Inc.",LVWR,821131001.9,,-7.973,-16.00831601,,,2059,821131001.9
"Tyra Biosciences, Inc.",TYRA,819262424.2900001,,0.248,16.474820143884898,,,2060,819262424.3
Real Brokerage Inc,REAX,817200000,,2.715,-1.304347826,,,2061,817200000
SHOE CARNIVAL INC,SCVL,813884211.8,10.91,-0.432,-9.46191052,60.719077005634546,,2062,813884211.8
OLD SECOND BANCORP INC,OSBC,813502089.4,,-0.165,2.3622047244094517,40.21571648690292,,2063,813502089.4
GigaCloud Technology Inc,GCT,812467918.7,8.63,1.562,7.073434125269969,,,2064,812467918.7
ATRION CORP,ATRI,809383773.1,41697.17032198238,,21.418200058079663,-40.81966158,,2065,809383773.1
Great Lakes Dredge & Dock CORP,GLDD,808610245.3399999,13.68,,6.465899025686468,4.249783174327845,,2066,808610245.3
Advantage Solutions Inc.,ADV,808299447.5,,3.704,-13.69863014,-77.09090909,,2067,808299447.5
Ivanhoe Electric Inc.,IE,808261316.7,,-2.612,-11.12582781,,,2068,808261316.7
"Vitesse Energy, Inc.",VTS,808016776.3,17.53,0.367,9.400000000000006,,,2069,808016776.3
"Yext, Inc.",YEXT,807843012.6,,-2.315,-0.471698113,-58.76221498,,2070,807843012.6
