city,male,female,population,births ,deaths,marriage,divorce
29447野迫川村　　　　　,171,180,351,3,39,5,-
29449十津川村　　　　　,1651,1392,3043,61,317,67,12
29450下北山村　　　　　,356,390,746,22,95,19,5
29451上北山村　　　　　,226,217,443,8,57,12,2
29452川上村　　　　　　,544,599,1143,25,193,18,10
29453東吉野村　　　　　,702,778,1480,17,210,17,5
30和歌山県　　　　　　 ,432415,483764,916179,28423,65747,17629,7638
3033和歌山市保健所　　 ,166646,186787,353433,12417,23076,7972,3121
3051海南保健所　　　　 ,26234,30098,56332,1305,4785,828,348
3052岩出保健所　　　　 ,53348,58611,111959,3617,6476,2224,1098
3053橋本保健所　　　　 ,39167,44014,83181,2206,6058,1302,600
3054湯浅保健所　　　　 ,32761,36632,69393,1993,5302,1200,510
3055御坊保健所　　　　 ,28927,31081,60008,1791,4791,1050,451
3056田辺保健所　　　　 ,56637,63665,120302,3641,9369,2130,999
3058新宮保健所　　　　 ,28695,32876,61571,1453,5890,923,511
30201和歌山市　　　　　,166646,186787,353433,12417,23076,7972,3121
30202海南市　　　　　　,22454,25657,48111,1184,3902,742,301
30203橋本市　　　　　　,28503,31995,60498,1693,3977,978,449
30204有田市　　　　　　,12504,13886,26390,649,1906,458,192
30205御坊市　　　　　　,11342,11971,23313,681,1600,475,205
30206田辺市　　　　　　,32706,36896,69602,2143,5307,1310,589
30207新宮市　　　　　　,12538,14454,26992,775,2242,485,240
30208紀の川市　　　　　,27595,30810,58405,1564,4164,1010,489
30209岩出市　　　　　　,25753,27801,53554,2053,2312,1214,609
30304紀美野町　　　　　,3780,4441,8221,121,883,86,47
30341かつらぎ町　　　　,7398,8492,15890,402,1355,227,109
30343九度山町　　　　　,1781,2071,3852,55,412,39,19
30344高野町　　　　　　,1485,1456,2941,56,314,58,23
30361湯浅町　　　　　　,5177,5907,11084,275,925,186,79
30362広川町　　　　　　,3162,3575,6737,143,503,101,45
30366有田川町　　　　　,11918,13264,25182,926,1968,455,194
30381美浜町　　　　　　,3209,3629,6838,181,613,96,54
30382日高町　　　　　　,3650,4006,7656,301,499,128,53
30383由良町　　　　　　,2655,2672,5327,105,562,79,32
30390印南町　　　　　　,3644,4044,7688,238,656,107,38
30391みなべ町　　　　　,5588,6152,11740,333,924,181,61
30392日高川町　　　　　,4427,4759,9186,285,861,165,69
30401白浜町　　　　　　,9385,10715,20100,488,1836,290,172
30404上富田町　　　　　,7228,7969,15197,610,836,300,154
30406すさみ町　　　　　,1730,1933,3663,67,466,49,23
30421那智勝浦町　　　　,6499,7530,14029,294,1330,188,110
30422太地町　　　　　　,1226,1555,2781,54,337,26,14
30424古座川町　　　　　,1129,1339,2468,38,351,23,19
30427北山村　　　　　　,183,221,404,11,39,6,4
30428串本町　　　　　　,7120,7777,14897,281,1591,195,124
31鳥取県　　　　　　　 ,262748,286018,548766,19421,37646,10774,4164
3131鳥取市保健所　　　 ,107818,115011,222829,7653,14393,4298,1583
3153倉吉保健所　　　　 ,46623,51793,98416,3399,7725,1648,687
3154米子保健所　　　　 ,108307,119214,227521,8369,15528,4828,1894
31201鳥取市　　　　　　,90736,96313,187049,6680,11211,3778,1375
31202米子市　　　　　　,69263,76709,145972,6058,8799,3567,1302
31203倉吉市　　　　　　,21710,24454,46164,1627,3490,857,314
31204境港市　　　　　　,15637,16601,32238,1029,2268,620,272
31302岩美町　　　　　　,5139,5580,10719,333,929,170,65
31325若桜町　　　　　　,1351,1483,2834,44,343,32,11
31328智頭町　　　　　　,2989,3370,6359,139,621,84,29
31329八頭町　　　　　　,7603,8265,15868,457,1289,234,103
31364三朝町　　　　　　,2850,3148,5998,120,561,67,33
31370湯梨浜町　　　　　,7639,8325,15964,654,1266,272,131
31371琴浦町　　　　　　,7630,8536,16166,529,1361,226,117
31372北栄町　　　　　　,6794,7330,14124,469,1047,226,92
31384日吉津村　　　　　,1617,1851,3468,170,184,81,35
31386大山町　　　　　　,7343,7908,15251,376,1436,182,94
31389南部町　　　　　　,4885,5345,10230,255,778,103,76
31390伯耆町　　　　　　,5036,5612,10648,305,830,163,72
31401日南町　　　　　　,1964,2204,4168,75,563,45,18
31402日野町　　　　　　,1322,1562,2884,48,357,33,11
31403江府町　　　　　　,1240,1422,2662,53,313,34,14
32島根県　　　　　　　 ,319954,342161,662115,22530,49304,12199,4399
3231松江市・島根県共同保健所 ,97812,104296,202108,7508,12286,4239,1341
3253雲南保健所　　　　 ,25093,26994,52087,1273,4879,682,247
3254出雲保健所　　　　 ,80906,87196,168102,6842,10766,3571,1173
3257浜田保健所　　　　 ,37871,38711,76582,2214,6580,1256,550
3258益田保健所　　　　 ,27257,30060,57317,1736,4994,902,435
3261県央保健所　　　　 ,24027,26096,50123,1350,5021,704,316
3262隠岐保健所　　　　 ,9345,9658,19003,601,1756,307,125
3263松江市・島根県共同保健所 ,17643,19150,36793,1006,3022,538,212
32201松江市　　　　　　,97812,104296,202108,7508,12286,4239,1341
32202浜田市　　　　　　,27074,26835,53909,1624,4510,925,404
32203出雲市　　　　　　,80906,87196,168102,6842,10766,3571,1173
32204益田市　　　　　　,21224,23414,44638,1414,3661,733,362
32205大田市　　　　　　,15572,16906,32478,910,3044,477,207
32206安来市　　　　　　,17643,19150,36793,1006,3022,538,212
32207江津市　　　　　　,10797,11876,22673,590,2070,331,146
32209雲南市　　　　　　,17262,18530,35792,912,3196,481,173
32343奥出雲町　　　　　,5684,6076,11760,258,1149,144,45
32386飯南町　　　　　　,2147,2388,4535,103,534,57,29
32441川本町　　　　　　,1552,1677,3229,83,338,41,15
32448美郷町　　　　　　,2074,2263,4337,87,514,62,37
32449邑南町　　　　　　,4829,5250,10079,270,1125,124,57
32501津和野町　　　　　,3216,3607,6823,146,743,85,46
32505吉賀町　　　　　　,2817,3039,5856,176,590,84,27
32525海士町　　　　　　,1107,1148,2255,65,171,45,13
32526西ノ島町　　　　　,1407,1350,2757,76,318,44,16
32527知夫村　　　　　　,321,310,631,25,47,14,5
32528隠岐の島町　　　　,6510,6850,13360,435,1220,204,91
33岡山県　　　　　　　 ,893546,965466,1859012,67179,113919,39820,14696
3301岡山市保健所　　　 ,341544,369497,711041,27767,35955,17268,5753
3334倉敷市保健所　　　 ,225241,243004,468245,19264,24920,11400,4059
3354備中保健所　　　　 ,105447,113922,219369,6833,15328,3555,1486
3358備北保健所　　　　 ,26985,28966,55951,1217,5538,741,316
3361真庭保健所　　　　 ,20638,22590,43228,1208,4067,687,287
3362美作保健所　　　　 ,82570,89219,171789,5921,13290,3294,1378
3370備前保健所　　　　 ,91121,98268,189389,4969,14821,2875,1417
33100岡山市　　　　　　,341544,369497,711041,27767,35955,17268,5753
33101岡山市北区　　　　,149531,157664,307195,11840,14873,7870,2282
33102岡山市中区　　　　,68957,78002,146959,6250,7128,3422,1314
33103岡山市東区　　　　,43488,47984,91472,2921,5595,1787,706
33104岡山市南区　　　　,79568,85847,165415,6756,8359,4189,1451
33202倉敷市　　　　　　,225241,243004,468245,19264,24920,11400,4059
33203津山市　　　　　　,47600,51401,99001,3610,6484,2104,852
33204玉野市　　　　　　,27133,28727,55860,1440,4441,896,405
33205笠岡市　　　　　　,21641,23919,45560,1011,3824,657,277
33207井原市　　　　　　,18190,19667,37857,970,3206,577,246
33208総社市　　　　　　,32633,34642,67275,2656,3587,1306,500
33209高梁市　　　　　　,13655,14497,28152,591,2768,375,157
33210新見市　　　　　　,13330,14469,27799,626,2770,366,159
33211備前市　　　　　　,15130,16609,31739,786,2802,492,218
33212瀬戸内市　　　　　,17130,18470,35600,946,2608,547,240
33213赤磐市　　　　　　,20184,21978,42162,1332,2667,639,359
33214真庭市　　　　　　,20268,22158,42426,1182,3976,668,277
33215美作市　　　　　　,12199,13355,25554,622,2540,351,156
33216浅口市　　　　　　,15689,16847,32536,903,2419,480,207
33346和気町　　　　　　,6335,7035,13370,255,1232,173,123
33423早島町　　　　　　,5905,6396,12301,561,627,224,106
33445里庄町　　　　　　,5156,5639,10795,376,556,158,77
33461矢掛町　　　　　　,6233,6812,13045,356,1109,153,73
33586新庄村　　　　　　,370,432,802,26,91,19,10
33606鏡野町　　　　　　,5783,6194,11977,436,1129,182,91
33622勝央町　　　　　　,5187,5655,10842,474,721,234,99
33623奈義町　　　　　　,2774,2778,5552,260,436,162,55
33643西粟倉村　　　　　,647,745,1392,44,126,19,8
33663久米南町　　　　　,2162,2331,4493,111,474,54,36
33666美咲町　　　　　　,6218,6760,12978,364,1380,188,81
33681吉備中央町　　　　,5209,5449,10658,210,1071,128,72
34広島県　　　　　　　 ,1330215,1416596,2746811,97542,159541,59562,21264
3409広島市保健所　　　 ,570075,611054,1181129,45524,54640,28428,9451
3436福山市保健所　　　 ,219229,232052,451281,17423,25906,10517,3768
3437呉市保健所　　　　 ,102097,109365,211462,5840,16408,3931,1487
3460東部保健所　　　　 ,132126,144658,276784,7156,22646,4238,1880
3473西部保健所　　　　 ,156037,167157,323194,11404,20853,6531,2429
3475西部東保健所　　　 ,110941,108793,219734,7730,11214,4571,1653
3477北部保健所　　　　 ,39710,43517,83227,2465,7874,1346,596
34100広島市　　　　　　,570075,611054,1181129,45524,54640,28428,9451
34101広島市中区　　　　,65712,72651,138363,4987,6571,4218,1230
34102広島市東区　　　　,56000,61512,117512,4393,5889,2455,939
34103広島市南区　　　　,70459,73187,143646,5452,6704,3526,1050
34104広島市西区　　　　,88865,96864,185729,7483,8208,5294,1524
34105広島市安佐南区　　,119255,125539,244794,11200,9020,6058,1939
34106広島市安佐北区　　,65145,71906,137051,3674,8383,2221,1113
34107広島市安芸区　　　,37563,38063,75626,2883,3555,1791,557
34108広島市佐伯区　　　,67076,71332,138408,5452,6310,2865,1099
34202呉市　　　　　　　,102097,109365,211462,5840,16408,3931,1487
34203竹原市　　　　　　,11327,12431,23758,503,2134,351,171
34204三原市　　　　　　,42017,46368,88385,2382,6864,1462,671
34205尾道市　　　　　　,61319,66974,128293,3466,10405,1985,860
34207福山市　　　　　　,219229,232052,451281,17423,25906,10517,3768
34208府中市　　　　　　,17809,19266,37075,806,2967,496,221
34209三次市　　　　　　,23892,26126,50018,1616,4407,874,390
34210庄原市　　　　　　,15818,17391,33209,849,3467,472,206
34211大竹市　　　　　　,12636,13356,25992,789,1826,512,172
34212東広島市　　　　　,96050,92914,188964,7104,8240,4150,1462
34213廿日市市　　　　　,53758,59079,112837,3903,6120,2119,861
34214安芸高田市　　　　,12295,13457,25752,593,2551,395,199
34215江田島市　　　　　,10647,10696,21343,407,2308,355,148
34302府中町　　　　　　,24703,25814,50517,2464,2243,1322,369
34304海田町　　　　　　,14174,14606,28780,1572,1296,921,242
34307熊野町　　　　　　,10862,11768,22630,649,1399,324,201
34309坂町　　　　　　　,5866,6534,12400,485,790,243,94
34368安芸太田町　　　　,2666,3032,5698,86,700,56,27
34369北広島町　　　　　,8430,8815,17245,456,1620,284,116
34431大崎上島町　　　　,3564,3448,7012,123,840,70,20
34462世羅町　　　　　　,7070,7799,14869,354,1454,193,87
34545神石高原町　　　　,3911,4251,8162,148,956,102,41
35山口県　　　　　　　 ,629146,696897,1326043,41701,96487,25143,9933
3531下関市保健所　　　 ,116748,134112,250860,7479,18875,4647,1948
3552岩国環境保健所　　 ,63056,70025,133081,4299,10242,2697,1045
3554柳井環境保健所　　 ,34577,39334,73911,1573,7380,944,473
3555周南環境保健所　　 ,116243,124353,240596,8432,15984,5103,1829
3557山口環境保健所　　 ,91589,100646,192235,6625,11373,3748,1318
3558宇部環境保健所　　 ,115805,127539,243344,7590,17330,4544,1925
3563長門環境保健所　　 ,14866,17192,32058,664,3054,396,191
3564萩環境保健所　　　 ,21844,25424,47268,919,4896,609,294
3565防府保健所　　　　 ,54418,58272,112690,4120,7353,2455,910
35201下関市　　　　　　,116748,134112,250860,7479,18875,4647,1948
35202宇部市　　　　　　,76823,83840,160663,5424,10809,3297,1334
35203山口市　　　　　　,91589,100646,192235,6625,11373,3748,1318
35204萩市　　　　　　　,20481,23758,44239,879,4511,585,282
35206防府市　　　　　　,54418,58272,112690,4120,7353,2455,910
35207下松市　　　　　　,27004,28294,55298,2479,3315,1341,440
35208岩国市　　　　　　,60146,66980,127126,4018,9855,2577,992
35210光市　　　　　　　,23431,25909,49340,1506,3460,956,336
35211長門市　　　　　　,14866,17192,32058,664,3054,396,191
35212柳井市　　　　　　,14288,16337,30625,719,2672,473,236
35213美祢市　　　　　　,10735,12311,23046,384,2246,267,113
35215周南市　　　　　　,65808,70150,135958,4447,9209,2806,1053
35216山陽小野田市　　　,28247,31388,59635,1782,4275,980,478
35305周防大島町　　　　,6796,7903,14699,203,2221,126,59
35321和木町　　　　　　,2910,3045,5955,281,387,120,53
35341上関町　　　　　　,1082,1256,2338,37,411,13,12
35343田布施町　　　　　,6891,7532,14423,335,1109,170,90
35344平生町　　　　　　,5520,6306,11826,279,967,162,76
35502阿武町　　　　　　,1363,1666,3029,40,385,24,12
36徳島県　　　　　　　 ,341145,372571,713716,22558,51456,13229,5464
3651徳島保健所　　　　 ,226682,247500,474182,16524,29991,9546,3733
3654阿南保健所　　　　 ,37128,39369,76497,2202,5727,1367,543
3655美波保健所　　　　 ,8518,9517,18035,341,2047,199,114
3657吉野川保健所　　　 ,34471,38247,72718,1821,6175,1088,545
3658美馬保健所　　　　 ,16802,18535,35337,814,3572,507,264
3659三好保健所　　　　 ,17544,19403,36947,856,3944,522,265
36201徳島市　　　　　　,119313,131029,250342,9355,15059,5265,1963
36202鳴門市　　　　　　,25728,28522,54250,1332,4050,873,396
36203小松島市　　　　　,17400,18543,35943,990,2510,680,260
36204阿南市　　　　　　,33613,35529,69142,2078,4834,1253,504
36205吉野川市　　　　　,18113,20306,38419,1028,3238,622,272
36206阿波市　　　　　　,16358,17941,34299,793,2937,466,273
36207美馬市　　　　　　,13203,14449,27652,680,2487,397,226
36208三好市　　　　　　,11066,12352,23418,427,2800,307,168
36301勝浦町　　　　　　,2308,2498,4806,99,465,67,25
36302上勝町　　　　　　,649,726,1375,28,183,21,8
36321佐那河内村　　　　,996,1057,2053,35,230,35,17
36341石井町　　　　　　,11695,12887,24582,768,1713,400,192
36342神山町　　　　　　,2167,2426,4593,97,668,80,23
36368那賀町　　　　　　,3515,3840,7355,124,893,114,39
36383牟岐町　　　　　　,1726,1996,3722,49,443,33,20
36387美波町　　　　　　,2907,3261,6168,136,695,70,37
36388海陽町　　　　　　,3885,4260,8145,156,909,96,57
36401松茂町　　　　　　,7149,7314,14463,538,741,374,139
36402北島町　　　　　　,10909,11715,22624,1012,1046,539,164
36403藍住町　　　　　　,16767,18240,35007,1532,1514,830,347
36404板野町　　　　　　,6220,6652,12872,411,916,227,113
36405上板町　　　　　　,5381,5891,11272,327,896,155,86
36468つるぎ町　　　　　,3599,4086,7685,134,1085,110,38
36489東みよし町　　　　,6478,7051,13529,429,1144,215,97
37香川県　　　　　　　 ,452469,484873,937342,31734,62381,19362,7720
3731高松市保健所　　　 ,199451,213140,412591,15544,23357,9628,3642
3752小豆保健所　　　　 ,12593,13910,26503,617,2530,347,133
3757西讃保健所　　　　 ,56711,60948,117659,3579,9410,2099,821
3759東讃保健所　　　　 ,50037,54306,104343,2513,8132,1590,656
3760中讃保健所　　　　 ,133677,142569,276246,9481,18952,5698,2468
37201高松市　　　　　　,199451,213140,412591,15544,23357,9628,3642
37202丸亀市　　　　　　,51820,55621,107441,4159,6372,2433,1065
37203坂出市　　　　　　,23745,25995,49740,1395,4028,891,383
37204善通寺市　　　　　,15574,15780,31354,1108,2060,784,280
37205観音寺市　　　　　,27284,29313,56597,1897,4314,1129,411
37206さぬき市　　　　　,22271,24302,46573,983,3597,661,292
37207東かがわ市　　　　,13287,14751,28038,568,2505,403,167
37208三豊市　　　　　　,29427,31635,61062,1682,5096,970,410
37322土庄町　　　　　　,6020,6747,12767,302,1187,168,54
37324小豆島町　　　　　,6573,7163,13736,315,1343,179,79
37341三木町　　　　　　,12846,13812,26658,852,1817,439,182
37364直島町　　　　　　,1633,1441,3074,110,213,87,15
37386宇多津町　　　　　,8943,9269,18212,918,840,530,195
37387綾川町　　　　　　,10807,11575,22382,620,1755,327,171
37403琴平町　　　　　　,3841,4455,8296,191,807,124,60
37404多度津町　　　　　,10657,10949,21606,632,1563,363,192
37406まんのう町　　　　,8290,8925,17215,458,1527,246,122
38愛媛県　　　　　　　 ,626655,695602,1322257,41461,93287,24732,10190
3831松山市保健所　　　 ,238671,268943,507614,17775,29146,10947,4218
3851四国中央保健所　　 ,40178,41720,81898,2612,5777,1569,656
3855今治保健所　　　　 ,72938,81795,154733,4374,12011,2580,1152
3856中予保健所　　　　 ,59289,66591,125880,3547,8722,1931,854
3863宇和島保健所　　　 ,48451,54789,103240,2431,10100,1511,714
3864西条保健所　　　　 ,104960,113044,218004,7385,15415,4398,1705
3865八幡浜保健所　　　 ,62168,68720,130888,3337,12116,1796,891
38201松山市　　　　　　,238671,268943,507614,17775,29146,10947,4218
38202今治市　　　　　　,69811,78722,148533,4291,11384,2524,1112
38203宇和島市　　　　　,33115,37317,70432,1793,6591,1141,495
38204八幡浜市　　　　　,14906,16869,31775,744,2808,428,198
38205新居浜市　　　　　,55348,59264,114612,3933,8062,2452,896
38206西条市　　　　　　,49612,53780,103392,3452,7353,1946,809
38207大洲市　　　　　　,19371,21032,40403,1191,3297,644,344
38210伊予市　　　　　　,16331,18568,34899,938,2523,486,243
38213四国中央市　　　　,40178,41720,81898,2612,5777,1569,656
38214西予市　　　　　　,16574,18537,35111,886,3575,431,220
38215東温市　　　　　　,16090,17633,33723,986,2069,518,234
38356上島町　　　　　　,3127,3073,6200,83,627,56,40
38386久万高原町　　　　,3501,3869,7370,148,975,97,40
38401松前町　　　　　　,13867,15615,29482,933,1846,526,211
38402砥部町　　　　　　,9500,10906,20406,542,1309,304,126
38422内子町　　　　　　,7299,7970,15269,382,1429,177,95
38442伊方町　　　　　　,4018,4312,8330,134,1007,116,34
38484松野町　　　　　　,1725,1931,3656,80,441,22,21
38488鬼北町　　　　　　,4451,5145,9596,203,1102,114,66
38506愛南町　　　　　　,9160,10396,19556,355,1966,234,132
39高知県　　　　　　　 ,324153,362829,686982,20722,52461,12250,5724
3931高知市保健所　　　 ,151556,173253,324809,11029,19823,6772,3080
3954幡多保健所　　　　 ,37742,42078,79820,2021,7282,1198,628
3961須崎保健所　　　　 ,24091,26155,50246,1160,5214,643,323
3962中央東保健所　　　 ,55089,59931,115020,3642,8777,1876,875
3963中央西保健所　　　 ,35025,38698,73723,1946,6846,1125,503
3964安芸保健所　　　　 ,20650,22714,43364,924,4519,636,315
39201高知市　　　　　　,151556,173253,324809,11029,19823,6772,3080
39202室戸市　　　　　　,5572,6079,11651,204,1372,158,82
39203安芸市　　　　　　,7727,8448,16175,371,1484,246,112
39204南国市　　　　　　,22011,24355,46366,1669,2947,841,390
39205土佐市　　　　　　,12178,13189,25367,838,2052,468,203
39206須崎市　　　　　　,9798,10400,20198,457,1766,275,131
39208宿毛市　　　　　　,8895,10069,18964,493,1592,269,160
39209土佐清水市　　　　,5799,6510,12309,172,1412,131,89
39210四万十市　　　　　,15417,17180,32597,1046,2502,583,268
39211香南市　　　　　　,15374,16522,31896,1089,2203,580,266
39212香美市　　　　　　,12694,13521,26215,656,2252,338,169
39301東洋町　　　　　　,1054,1099,2153,38,299,25,13
39302奈半利町　　　　　,1393,1630,3023,74,314,51,40
39303田野町　　　　　　,1174,1317,2491,67,218,45,11
39304安田町　　　　　　,1141,1224,2365,46,286,25,11
39305北川村　　　　　　,550,593,1143,24,126,23,11
39306馬路村　　　　　　,356,387,743,17,74,16,7
39307芸西村　　　　　　,1683,1937,3620,83,346,47,28
39341本山町　　　　　　,1511,1728,3239,68,381,38,11
39344大豊町　　　　　　,1535,1684,3219,51,499,38,17
39363土佐町　　　　　　,1776,1944,3720,94,450,41,21
39364大川村　　　　　　,188,177,365,15,45,-,1
39386いの町　　　　　　,10159,11176,21335,519,1889,304,139
39387仁淀川町　　　　　,2287,2502,4789,95,722,46,27
39401中土佐町　　　　　,2750,3210,5960,103,732,55,40
39402佐川町　　　　　　,5737,6530,12267,271,1127,173,68
39403越知町　　　　　　,2387,2784,5171,114,626,65,33
39405檮原町　　　　　　,1607,1695,3302,87,333,55,23
39410日高村　　　　　　,2277,2517,4794,109,430,69,33
39411津野町　　　　　　,2511,2752,5263,128,591,80,38
39412四万十町　　　　　,7425,8098,15523,385,1792,178,91
39424大月町　　　　　　,2115,2300,4415,66,561,61,33
39427三原村　　　　　　,685,739,1424,25,178,14,6
39428黒潮町　　　　　　,4831,5280,10111,219,1037,140,72
40福岡県　　　　　　　 ,2389133,2666323,5055456,194238,278393,117636,45361
4008福岡市中央保健所　 ,89873,110632,200505,7852,6504,7422,1743
4009福岡市博多保健所　 ,116779,125827,242606,11300,9361,10852,2475
4010福岡市南保健所　　 ,119382,139874,259256,10931,11447,6784,2292
4011福岡市早良保健所　 ,102762,115947,218709,8426,9683,4574,1812
4012福岡市東保健所　　 ,150996,160780,311776,13462,13406,8368,2820
4013福岡市西保健所　　 ,99117,110195,209312,8514,9315,4587,1644
4014福岡市城南保健所　 ,61618,69939,131557,4554,5771,2579,955
4015北九州市保健所　　 ,435418,489297,924715,32466,58607,20921,8429
4042久留米市保健所　　 ,142789,156431,299220,12510,16925,6943,2737
4057宗像・遠賀保健所　 ,138228,155230,293458,11057,17369,5679,2508
4058粕屋保健所　　　　 ,140014,149036,289050,13187,12739,6545,2990
4059筑紫保健所　　　　 ,208383,228095,436478,18408,18351,9516,3834
4060糸島保健所　　　　 ,46361,51336,97697,3329,5300,1539,841
4065田川保健所　　　　 ,53863,63301,117164,3710,10478,2107,1367
4068北筑後保健所　　　 ,85765,96411,182176,6229,11593,3197,1429
4074南筑後保健所　　　 ,180492,204131,384623,12467,29110,6703,3051
4075京築保健所　　　　 ,87185,93573,180758,6432,11987,3770,1747
4077嘉穂・鞍手保健所　 ,130108,146288,276396,9404,20447,5550,2687
40100北九州市　　　　　,435418,489297,924715,32466,58607,20921,8429
40101北九州市門司区　　,42576,50414,92990,2518,7527,1626,795
40103北九州市若松区　　,37539,41779,79318,2552,5369,1404,667
40105北九州市戸畑区　　,27598,29077,56675,2021,3698,1259,425
40106北九州市小倉北区　,83235,94745,177980,6949,10905,5380,1795
40107北九州市小倉南区　,98588,108687,207275,7833,11355,4595,2038
40108北九州市八幡東区　,29956,34028,63984,1767,5024,1282,445
40109北九州市八幡西区　,115926,130567,246493,8826,14729,5375,2264
40130福岡市　　　　　　,740527,833194,1573721,65039,65487,45166,13741
40131福岡市東区　　　　,150996,160780,311776,13462,13406,8368,2820
40132福岡市博多区　　　,116779,125827,242606,11300,9361,10852,2475
40133福岡市中央区　　　,89873,110632,200505,7852,6504,7422,1743
40134福岡市南区　　　　,119382,139874,259256,10931,11447,6784,2292
40135福岡市西区　　　　,99117,110195,209312,8514,9315,4587,1644
40136福岡市城南区　　　,61618,69939,131557,4554,5771,2579,955
40137福岡市早良区　　　,102762,115947,218709,8426,9683,4574,1812
40202大牟田市　　　　　,50967,59576,110543,3325,9455,1933,962
40203久留米市　　　　　,142789,156431,299220,12510,16925,6943,2737
40204直方市　　　　　　,26047,29574,55621,1982,3859,1160,556
40205飯塚市　　　　　　,59441,65572,125013,4717,8338,2811,1267
40206田川市　　　　　　,20849,24888,45737,1613,3574,909,571
40207柳川市　　　　　　,30156,33767,63923,1930,4697,1048,475
40210八女市　　　　　　,28300,31826,60126,2014,4856,1017,439
40211筑後市　　　　　　,23204,25100,48304,2099,2677,1057,431
40212大川市　　　　　　,15318,17432,32750,983,2568,573,266
40213行橋市　　　　　　,33807,36971,70778,2827,4241,1603,760
40214豊前市　　　　　　,11197,12853,24050,672,2027,342,190
40215中間市　　　　　　,18746,21268,40014,1208,3103,734,430
40216小郡市　　　　　　,27371,31070,58441,1855,2925,942,384
40217筑紫野市　　　　　,48936,53742,102678,4521,4640,2331,843
40218春日市　　　　　　,52643,57518,110161,4246,4230,2330,1031
40219大野城市　　　　　,48358,52829,101187,4881,3975,2420,897
40220宗像市　　　　　　,45853,50466,96319,3699,5022,1864,766
40221太宰府市　　　　　,34444,38189,72633,2713,3489,1465,561
40223古賀市　　　　　　,27570,30419,57989,2205,2737,1136,532
40224福津市　　　　　　,31080,35544,66624,3186,3305,1393,514
40225うきは市　　　　　,13036,14700,27736,843,2203,476,230
40226宮若市　　　　　　,12176,13752,25928,921,2196,489,240
40227嘉麻市　　　　　　,16278,18936,35214,884,3233,510,316
40228朝倉市　　　　　　,23241,26310,49551,1518,3653,873,359
40229みやま市　　　　　,16605,18995,35600,951,2912,512,223
40230糸島市　　　　　　,46361,51336,97697,3329,5300,1539,841
40231那珂川市　　　　　,24002,25817,49819,2047,2017,970,502
40341宇美町　　　　　　,18624,18546,37170,1333,1907,661,400
40342篠栗町　　　　　　,14903,16116,31019,1353,1443,732,328
40343志免町　　　　　　,21988,23772,45760,2019,1980,978,526
40344須恵町　　　　　　,13544,14778,28322,1261,1427,590,298
40345新宮町　　　　　　,15705,16780,32485,1652,1120,703,295
40348久山町　　　　　　,4241,4573,8814,382,482,129,86
40349粕屋町　　　　　　,23439,24052,47491,2982,1643,1616,525
40381芦屋町　　　　　　,6579,6880,13459,415,926,291,112
40382水巻町　　　　　　,12871,14813,27684,1030,1883,617,268
40383岡垣町　　　　　　,14393,16444,30837,921,2002,444,232
40384遠賀町　　　　　　,8706,9815,18521,598,1128,336,186
40401小竹町　　　　　　,3246,3709,6955,135,654,107,68
40402鞍手町　　　　　　,6952,7937,14889,324,1263,218,118
40421桂川町　　　　　　,5968,6808,12776,441,904,255,122
40447筑前町　　　　　　,13966,15395,29361,1207,1728,582,297
40448東峰村　　　　　　,861,1027,1888,45,236,22,12
40503大刀洗町　　　　　,7290,7909,15199,761,848,302,147
40522大木町　　　　　　,6504,7195,13699,496,777,232,104
40544広川町　　　　　　,9438,10240,19678,669,1168,331,151
40601香春町　　　　　　,4713,5429,10142,265,996,154,95
40602添田町　　　　　　,4125,4667,8792,174,932,111,71
40604糸田町　　　　　　,3821,4548,8369,271,785,165,110
40605川崎町　　　　　　,6874,8203,15077,459,1470,277,180
40608大任町　　　　　　,2262,2737,4999,192,513,90,71
40609赤村　　　　　　　,1294,1477,2771,72,303,56,26
40610福智町　　　　　　,9925,11352,21277,664,1905,345,243
40621苅田町　　　　　　,18770,17701,36471,1577,1787,954,403
40625みやこ町　　　　　,8712,9966,18678,451,1557,250,129
40642吉富町　　　　　　,3036,3442,6478,262,396,135,68
40646上毛町　　　　　　,3439,3778,7217,175,564,86,55
40647築上町　　　　　　,8224,8862,17086,468,1415,400,142
41佐賀県　　　　　　　 ,381635,423243,804878,30175,51391,15817,6072
4153鳥栖保健所　　　　 ,59448,64964,124412,5166,6585,2523,992
4155唐津保健所　　　　 ,57919,64312,122231,4464,8918,2337,1036
4156伊万里保健所　　　 ,33844,37200,71044,2476,5027,1254,588
4159佐賀中部保健所　　 ,161286,179057,340343,12781,20173,6938,2515
4160杵藤保健所　　　　 ,69138,77710,146848,5288,10688,2765,941
41201佐賀市　　　　　　,109423,122181,231604,8561,13483,4643,1677
41202唐津市　　　　　　,54855,61775,116630,4320,8483,2195,990
41203鳥栖市　　　　　　,34797,38060,72857,3161,3494,1625,600
41204多久市　　　　　　,8472,9658,18130,507,1466,304,122
41205伊万里市　　　　　,25122,27056,52178,1943,3674,981,444
41206武雄市　　　　　　,22648,25044,47692,1889,3160,1001,316
41207鹿島市　　　　　　,13076,14659,27735,995,1900,501,206
41208小城市　　　　　　,20666,23009,43675,1894,2512,922,358
41209嬉野市　　　　　　,11925,13762,25687,848,1935,461,157
41210神埼市　　　　　　,14796,16009,30805,1066,1968,607,209
